DISTRITO;MAT_CRECHE;MAT_PRE_ESCOLA;MAT_FUND_I;MAT_FUND_II;MAT_EJA_I;MAT_EJA_II;MAT_ENS_MED;MAT_ED_PROF;MAT_PROC_CRECHE;MAT_PROC_PRE_ESC;DEM_CRECHE;DEM_PRE;DEM_FUND_I;DEM_FUND_II;DEM_EJA_I;DEM_EJA_II;DEM_PREF_CRECHE;DEM_PREF_PRE;MES_ANO_REF
CURSINO;414;1656;780;907;47;125;0;0;0;6;500;249;0;0;0;0;7;23;jun-09
ERMELINO MATARAZZO;1115;3440;1337;1579;248;1123;0;0;31;42;710;307;0;0;0;0;47;56;jun-09
FREGUESIA DO O;1434;3925;3094;2744;190;965;0;0;88;32;707;418;0;0;0;0;35;38;jun-09
GRAJAU;3665;11080;7909;6529;790;3010;0;0;14;13;4945;3437;0;0;0;0;84;108;jun-09
GUAIANASES;2255;4428;1501;1936;417;961;0;0;24;40;560;91;0;0;0;0;48;27;jun-09
IGUATEMI;1445;5405;6845;6491;328;1018;0;0;8;10;1877;735;0;0;0;0;25;45;jun-09
IPIRANGA;962;2424;677;808;169;318;0;0;1;10;709;147;0;0;0;0;22;24;jun-09
ITAIM BIBI;301;817;696;666;66;314;0;0;2;1;169;10;0;0;0;0;8;5;jun-09
ITAIM PAULISTA;2795;7381;5530;5494;319;1554;0;0;24;18;2128;1006;0;0;0;0;168;174;jun-09
ITAQUERA;3606;6258;2757;3460;242;1041;0;0;28;80;1326;236;0;0;0;0;77;128;jun-09
JABAQUARA;2429;5364;2797;2906;290;617;0;0;4;28;2042;956;0;0;0;0;107;304;jun-09
JACANA;1362;3165;2069;1985;65;347;0;0;5;6;503;322;0;0;0;0;46;38;jun-09
JAGUARA;461;922;789;788;75;267;0;0;0;1;102;0;0;0;0;0;7;2;jun-09
JAGUARE;572;1117;417;443;120;237;0;0;0;7;449;32;0;0;0;0;12;3;jun-09
JARAGUA;3467;7313;9219;9030;722;2039;295;0;30;62;1849;1197;0;0;0;0;40;131;jun-09
JARDIM ANGELA;2353;9521;7922;5875;537;1869;0;0;30;54;3678;1998;0;0;0;0;251;384;jun-09
JARDIM HELENA;1947;5130;5432;5742;195;1206;0;0;17;8;1342;746;0;0;0;0;133;172;jun-09
JARDIM PAULISTA;24;562;0;0;0;0;0;0;0;0;10;4;0;0;0;0;0;0;jun-09
JARDIM SAO LUIS;3418;8800;7224;6448;545;1944;0;0;19;90;3622;1053;0;0;0;0;60;119;jun-09
JOSE BONIFACIO;1430;4571;2883;2843;64;540;0;0;24;38;652;174;0;0;0;0;11;66;jun-09
LAJEADO;3315;6488;3774;3769;199;1279;0;0;40;16;1591;1177;0;0;0;0;105;70;jun-09
LAPA;246;1981;0;0;0;0;0;0;2;25;154;90;0;0;0;0;5;12;jun-09
LIBERDADE;346;658;271;315;0;80;0;0;0;5;444;19;0;0;0;0;6;3;jun-09
LIMAO;382;1668;820;744;44;295;0;0;1;4;348;86;0;0;0;0;10;12;jun-09
MANDAQUI;925;2746;1812;2244;200;466;0;0;10;13;722;103;0;0;0;0;20;39;jun-09
MARSILAC;75;81;0;0;0;0;0;0;0;0;21;17;0;0;0;0;1;1;jun-09
MOEMA;172;1222;412;252;0;0;0;0;1;8;93;25;0;0;0;0;1;9;jun-09
MOOCA;606;1283;313;320;66;148;0;0;5;4;109;16;0;0;0;0;22;11;jun-09
MORUMBI;364;688;634;666;77;79;0;0;0;4;236;24;0;0;0;0;4;8;jun-09
PARELHEIROS;1924;5798;3217;1834;381;1186;0;0;4;31;1467;471;0;0;0;0;86;52;jun-09
PARI;280;380;323;322;0;0;0;0;0;1;152;19;0;0;0;0;20;4;jun-09
PARQUE DO CARMO;1103;2097;1147;1260;0;387;0;0;39;2;329;90;0;0;0;0;24;37;jun-09
PEDREIRA;1636;3824;4468;4465;293;1537;0;0;16;49;1542;807;0;0;0;0;73;203;jun-09
PENHA;1255;1314;559;334;0;0;0;0;22;1;515;89;0;0;0;0;82;22;jun-09
PERDIZES;412;640;354;291;0;0;0;0;1;2;114;46;0;0;0;0;0;8;jun-09
PERUS;896;3518;4314;4084;215;869;0;0;2;83;1063;66;0;0;0;0;14;66;jun-09
PINHEIROS;285;712;377;408;0;0;0;0;1;2;159;14;0;0;0;0;6;6;jun-09
PIRITUBA;1437;3850;3756;4217;394;1336;299;0;1;48;884;448;0;0;0;0;8;11;jun-09
PONTE RASA;775;2031;2156;3161;74;595;0;0;2;3;463;224;0;0;0;0;23;42;jun-09
RAPOSO TAVARES;1641;4193;3972;3887;215;749;0;0;2;78;962;130;0;0;0;0;59;41;jun-09
REPUBLICA;12;443;0;0;0;0;0;0;0;1;3;39;0;0;0;0;0;8;jun-09
RIO PEQUENO;1616;3647;3756;3351;327;727;0;0;4;6;989;250;0;0;0;0;38;37;jun-09
SACOMA;3159;6155;5132;5423;590;1534;0;0;12;14;1952;842;0;0;0;0;81;149;jun-09
SANTA CECILIA;746;1068;0;0;0;0;0;0;13;4;291;55;0;0;0;0;47;34;jun-09
SANTANA;912;1279;1318;1553;0;238;1038;523;10;18;309;68;0;0;0;0;26;9;jun-09
SANTO AMARO;253;405;993;1310;0;599;99;0;13;7;118;17;0;0;0;0;4;21;jun-09
SAO DOMINGOS;748;1820;2794;2966;114;378;0;0;1;28;489;13;0;0;0;0;3;2;jun-09
SAO LUCAS;602;2977;3136;3477;80;492;0;0;4;14;512;202;0;0;0;0;7;14;jun-09
SAO MATEUS;2007;4892;4019;4250;340;1490;0;0;14;17;1003;266;0;0;0;0;34;44;jun-09
SAO MIGUEL;1557;2929;3590;4004;106;1047;259;0;18;13;485;155;0;0;0;0;61;71;jun-09
SAO RAFAEL;2394;7056;4965;4834;454;1284;0;0;9;11;1298;248;0;0;0;0;44;87;jun-09
SAPOPEMBA;3638;9794;9446;10043;886;2176;311;0;17;42;2167;226;0;0;0;0;113;114;jun-09
SAUDE;411;950;212;365;68;154;0;0;3;2;293;30;0;0;0;0;11;9;jun-09
SE;57;146;488;395;63;139;0;0;0;0;180;33;0;0;0;0;2;6;jun-09
SOCORRO;372;1192;1189;1440;89;423;0;0;0;5;161;28;0;0;0;0;6;1;jun-09
TATUAPE;426;1757;1025;1263;106;521;0;0;10;5;117;10;0;0;0;0;18;12;jun-09
TREMEMBE;1260;4996;3868;4073;420;1007;0;0;2;11;1601;1018;0;0;0;0;67;78;jun-09
TUCURUVI;346;948;1213;1241;0;65;0;0;2;4;213;73;0;0;0;0;19;13;jun-09
VILA ANDRADE;430;1720;2308;1438;259;470;0;0;1;61;961;392;0;0;0;0;69;30;jun-09
VILA CURUCA;2279;6057;5953;6742;70;1003;0;0;19;19;1180;745;0;0;0;0;81;108;jun-09
VILA FORMOSA;603;1998;840;907;0;91;0;0;6;75;478;87;0;0;0;0;22;31;jun-09
VILA GUILHERME;412;1370;1099;1080;50;108;0;0;0;2;209;109;0;0;0;0;11;18;jun-09
VILA JACUI;2008;5800;3881;4309;125;772;0;0;16;17;1162;235;0;0;0;0;78;45;jun-09
VILA LEOPOLDINA;263;816;676;617;39;126;0;0;11;6;77;35;0;0;0;0;1;4;jun-09
VILA MARIA;1548;3956;3544;3137;172;567;0;0;6;36;792;422;0;0;0;0;50;47;jun-09
VILA MARIANA;344;1372;301;257;0;0;0;0;1;3;256;4;0;0;0;0;4;6;jun-09
VILA MATILDE;925;1388;2154;2650;104;428;0;0;4;6;300;54;0;0;0;0;25;13;jun-09
VILA MEDEIROS;1579;3249;1994;2066;432;1148;0;0;14;18;770;265;0;0;0;0;53;53;jun-09
VILA PRUDENTE;1305;2222;999;1200;94;346;0;0;3;16;350;24;0;0;0;0;25;17;jun-09
VILA SONIA;793;2384;1908;2063;215;492;0;0;58;7;833;294;0;0;0;0;19;43;jun-09
AGUA RASA;733;1137;1167;1322;64;118;0;0;1;5;167;81;0;0;0;0;47;28;set-09
ALTO DE PINHEIROS;277;92;0;0;0;0;0;0;2;0;62;0;0;0;0;0;10;0;set-09
ANHANGUERA;810;2261;2934;2968;195;700;0;0;1;20;604;65;0;0;0;0;56;91;set-09
ARICANDUVA;884;1362;1709;2039;84;415;0;0;14;3;332;66;0;0;0;0;38;23;set-09
ARTUR ALVIM;1535;3573;2345;2451;16;194;0;0;11;4;630;97;0;0;0;0;78;58;set-09
BARRA FUNDA;285;92;0;0;0;0;0;0;0;0;104;0;0;0;0;0;6;0;set-09
BELA VISTA;756;1268;474;420;0;381;0;0;6;7;541;30;0;0;0;0;51;19;set-09
BELEM;635;1381;468;221;0;0;0;0;2;1;171;10;0;0;0;0;19;10;set-09
BOM RETIRO;486;1448;0;0;0;0;0;0;4;10;485;21;0;0;0;0;63;33;set-09
BRAS;395;799;0;0;0;0;0;0;1;4;295;0;0;0;0;0;28;1;set-09
BRASILANDIA;4043;9377;9088;8467;656;2772;0;0;24;26;2972;1574;0;0;0;0;210;239;set-09
BUTANTA;416;1032;1338;1491;395;1001;0;0;0;8;234;78;0;0;0;0;25;16;set-09
CACHOEIRINHA;1504;4799;3436;3269;214;921;0;0;83;25;943;203;0;0;0;0;90;60;set-09
CAMBUCI;164;673;0;0;251;303;0;0;0;2;174;81;0;0;0;0;15;52;set-09
CAMPO BELO;617;705;1311;1398;127;440;0;0;3;8;313;9;0;0;0;0;95;30;set-09
CAMPO GRANDE;568;2216;2733;3050;251;536;0;0;0;5;369;340;0;0;0;0;78;81;set-09
CAMPO LIMPO;2230;8854;8775;8361;846;2764;0;0;9;21;3464;588;0;0;0;0;215;178;set-09
CANGAIBA;1468;4299;2073;2511;160;972;0;0;6;15;1185;674;0;0;0;0;84;104;set-09
CAPAO REDONDO;2485;7526;9785;8655;1135;3751;0;0;16;46;3703;2377;0;0;0;0;144;235;set-09
CARRAO;1092;1525;1008;1150;0;0;0;0;12;8;286;2;0;0;0;0;51;17;set-09
CASA VERDE;547;1408;1189;1224;104;438;0;0;13;9;640;129;0;0;0;0;50;41;set-09
CIDADE ADEMAR;2576;5641;3497;3338;568;1293;0;0;11;40;3237;1463;0;0;0;0;360;385;set-09
CIDADE DUTRA;3127;7864;6088;6955;354;1528;0;0;12;21;2924;234;0;0;0;0;248;145;set-09
CIDADE LIDER;1791;4730;2543;2878;364;1148;0;0;19;16;765;74;0;0;0;0;57;80;set-09
CIDADE TIRADENTES;3808;10180;10927;11712;531;1809;449;0;115;151;2137;535;0;0;0;0;219;92;set-09
CONSOLACAO;347;1788;0;0;0;0;0;0;2;13;136;1;0;0;0;0;17;2;set-09
CURSINO;411;1635;773;889;49;143;0;0;1;1;552;231;0;0;0;0;29;51;set-09
ERMELINO MATARAZZO;1129;3447;1352;1573;234;947;0;0;4;15;648;247;0;0;0;0;108;87;set-09
FREGUESIA DO O;1574;3956;3079;2707;186;988;0;0;23;18;704;299;0;0;0;0;75;87;set-09
GRAJAU;3744;11225;7894;6521;793;3042;0;0;175;162;4923;3125;0;0;0;0;348;253;set-09
GUAIANASES;2197;4444;1526;1932;377;789;0;0;33;13;506;44;0;0;0;0;47;10;set-09
IGUATEMI;1436;5354;6783;6391;326;946;0;0;7;13;1959;674;0;0;0;0;109;121;set-09
IPIRANGA;954;2421;674;807;168;299;0;0;7;4;757;62;0;0;0;0;64;100;set-09
ITAIM BIBI;301;828;688;649;64;316;0;0;2;0;159;0;0;0;0;0;20;0;set-09
ITAIM PAULISTA;2841;7361;5539;5477;316;1511;0;0;20;20;2159;982;0;0;0;0;367;452;set-09
ITAQUERA;3623;6225;2772;3435;239;1021;0;0;70;48;1223;181;0;0;0;0;140;167;set-09
JABAQUARA;2416;5327;2792;2883;286;589;0;0;10;17;2053;834;0;0;0;0;241;339;set-09
JACANA;1357;3148;2047;1957;88;357;0;0;5;16;564;284;0;0;0;0;58;68;set-09
JAGUARA;630;961;767;777;56;256;0;0;1;8;113;1;0;0;0;0;18;1;set-09
JAGUARE;618;1137;409;438;104;226;0;0;1;0;417;16;0;0;0;0;44;9;set-09
JARAGUA;3310;7497;9141;8917;612;1857;290;0;16;39;1960;876;0;0;0;0;130;158;set-09
JARDIM ANGELA;2360;9505;7942;5868;559;1919;0;0;20;34;3967;1966;0;0;0;0;369;503;set-09
JARDIM HELENA;1948;5100;5437;5793;201;1221;0;0;19;17;1227;651;0;0;0;0;314;230;set-09
JARDIM PAULISTA;24;555;0;0;0;0;0;0;0;1;67;5;0;0;0;0;2;0;set-09
JARDIM SAO LUIS;3403;8808;7312;6449;551;1936;0;0;16;37;3766;886;0;0;0;0;288;229;set-09
JOSE BONIFACIO;1432;4579;2854;2812;67;606;0;0;136;45;583;144;0;0;0;0;43;73;set-09
LAJEADO;3301;6506;3774;3747;193;1303;0;0;37;26;1715;1118;0;0;0;0;110;68;set-09
LAPA;245;1965;0;0;0;0;0;0;5;13;164;70;0;0;0;0;4;15;set-09
LIBERDADE;344;650;271;308;0;76;0;0;1;1;453;13;0;0;0;0;13;8;set-09
LIMAO;423;1706;824;736;45;299;0;0;2;3;404;63;0;0;0;0;29;16;set-09
MANDAQUI;929;2746;1787;2212;190;470;0;0;3;5;726;76;0;0;0;0;39;48;set-09
MARSILAC;75;81;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0;1;set-09
MOEMA;186;1212;401;251;0;0;0;0;0;12;72;19;0;0;0;0;1;9;set-09
MOOCA;610;1266;298;306;51;148;0;0;0;2;100;1;0;0;0;0;30;7;set-09
MORUMBI;357;683;642;661;83;84;0;0;1;4;252;14;0;0;0;0;18;9;set-09
PARELHEIROS;1944;5772;3236;1850;377;1104;0;0;16;47;1591;378;0;0;0;0;170;69;set-09
PARI;284;373;320;320;0;0;0;0;0;1;144;13;0;0;0;0;19;8;set-09
PARQUE DO CARMO;1254;2101;1145;1254;0;382;0;0;26;5;412;62;0;0;0;0;59;37;set-09
PEDREIRA;1645;3821;4447;4414;266;1546;0;0;10;43;1574;698;0;0;0;0;166;194;set-09
PENHA;1276;1301;554;334;0;0;0;0;2;3;531;76;0;0;0;0;86;19;set-09
PERDIZES;417;637;344;290;0;0;0;0;2;3;97;36;0;0;0;0;10;11;set-09
PERUS;959;3521;4284;4058;206;807;0;0;2;13;1137;67;0;0;0;0;47;100;set-09
PINHEIROS;293;707;369;406;0;0;0;0;3;0;162;3;0;0;0;0;23;4;set-09
PIRITUBA;1435;3840;3686;4161;386;1229;306;0;1;24;938;386;0;0;0;0;48;55;set-09
PONTE RASA;767;2010;2162;3153;77;632;0;0;4;7;450;174;0;0;0;0;36;59;set-09
RAPOSO TAVARES;1699;4202;4004;3889;218;781;0;0;11;24;975;80;0;0;0;0;77;82;set-09
REPUBLICA;11;431;0;0;0;0;0;0;0;6;2;34;0;0;0;0;3;11;set-09
RIO PEQUENO;1610;3664;3761;3333;315;679;0;0;5;14;1074;150;0;0;0;0;90;35;set-09
SACOMA;3262;6166;5144;5390;584;1543;0;0;12;38;1931;667;0;0;0;0;198;181;set-09
SANTA CECILIA;762;1064;0;0;0;0;0;0;11;6;294;45;0;0;0;0;71;38;set-09
SANTANA;904;1267;1292;1529;0;241;1020;737;4;4;287;43;0;0;0;0;54;19;set-09
SANTO AMARO;265;405;975;1276;0;478;99;0;1;7;104;2;0;0;0;0;23;32;set-09
SAO DOMINGOS;752;1828;2762;2943;91;321;0;0;1;4;538;10;0;0;0;0;27;17;set-09
SAO LUCAS;602;2995;3155;3461;59;477;0;0;2;5;544;155;0;0;0;0;37;39;set-09
SAO MATEUS;2000;4870;3915;4220;342;1460;0;0;8;10;1055;198;0;0;0;0;104;61;set-09
SAO MIGUEL;1555;2891;3632;3999;109;1052;259;0;7;5;415;121;0;0;0;0;156;95;set-09
SAO RAFAEL;2358;7002;4932;4785;463;1172;0;0;8;16;1416;147;0;0;0;0;132;60;set-09
SAPOPEMBA;3618;9726;9515;9975;825;1977;303;0;35;20;2181;136;0;0;0;0;282;147;set-09
SAUDE;420;947;191;353;54;149;0;0;2;2;293;20;0;0;0;0;41;20;set-09
SE;57;143;468;362;65;140;0;0;1;0;181;26;0;0;0;0;11;6;set-09
SOCORRO;371;1193;1198;1439;89;428;0;0;6;5;172;27;0;0;0;0;30;7;set-09
TATUAPE;429;1739;788;1057;95;489;0;0;2;0;88;6;0;0;0;0;24;9;set-09
TREMEMBE;1266;4976;3814;4008;414;975;0;0;6;8;1642;979;0;0;0;0;119;201;set-09
TUCURUVI;350;938;1198;1229;0;63;0;0;3;1;210;57;0;0;0;0;26;11;set-09
VILA ANDRADE;426;1727;2338;1679;268;498;0;0;4;9;1116;373;0;0;0;0;89;73;set-09
VILA CURUCA;2231;5996;5973;6728;67;1031;0;0;11;14;1069;605;0;0;0;0;262;259;set-09
VILA FORMOSA;644;2051;845;912;0;100;0;0;13;17;422;15;0;0;0;0;22;45;set-09
VILA GUILHERME;413;1384;1080;1051;36;91;0;0;0;3;197;77;0;0;0;0;18;20;set-09
VILA JACUI;2069;5771;3868;4279;122;750;0;0;9;12;1108;199;0;0;0;0;166;119;set-09
VILA LEOPOLDINA;272;810;668;613;33;113;0;0;1;15;68;20;0;0;0;0;5;3;set-09
VILA MARIA;1541;3935;3492;3078;147;531;0;0;2;18;857;346;0;0;0;0;99;86;set-09
VILA MARIANA;349;1373;295;254;0;0;0;0;1;2;259;1;0;0;0;0;64;8;set-09
VILA MATILDE;928;1363;2413;2859;93;401;0;0;6;2;300;41;0;0;0;0;32;16;set-09
VILA MEDEIROS;1581;3209;1963;2023;425;1041;0;0;3;12;734;166;0;0;0;0;102;111;set-09
VILA PRUDENTE;1291;2211;1014;1203;82;339;0;0;9;3;329;8;0;0;0;0;75;31;set-09
VILA SONIA;835;2368;1908;2045;205;492;0;0;8;9;893;248;0;0;0;0;76;63;set-09
AGUA RASA;732;1131;1160;1310;51;106;0;0;0;0;234;74;0;0;0;0;;;dez-09
ALTO DE PINHEIROS;280;92;0;0;0;0;0;0;0;0;54;0;0;0;0;0;;;dez-09
ANHANGUERA;817;2332;2941;2967;191;676;0;0;0;0;518;79;0;0;0;0;;;dez-09
ARICANDUVA;878;1360;1707;2005;58;303;0;0;0;0;289;146;0;0;0;0;;;dez-09
ARTUR ALVIM;1551;3569;2328;2401;14;146;0;0;0;0;546;101;0;0;0;0;;;dez-09
BARRA FUNDA;287;91;0;0;0;0;0;0;0;0;49;2;0;0;0;0;;;dez-09
BELA VISTA;755;1262;479;416;0;377;0;0;0;0;418;20;0;0;0;0;;;dez-09
BELEM;635;1371;466;220;0;0;0;0;0;0;186;46;0;0;0;0;;;dez-09
BOM RETIRO;489;1538;0;0;0;0;0;0;0;0;328;16;0;0;0;0;;;dez-09
BRAS;398;761;0;0;0;0;0;0;0;0;226;4;0;0;0;0;;;dez-09
BRASILANDIA;3799;9421;8421;7643;504;2354;0;0;0;0;1457;900;0;0;0;0;;;dez-09
BUTANTA;398;1014;1343;1482;347;820;0;0;0;0;184;56;0;0;0;0;;;dez-09
CACHOEIRINHA;1701;4259;2999;2920;215;756;0;0;0;0;789;136;0;0;0;0;;;dez-09
CAMBUCI;164;655;0;0;189;228;0;0;0;0;184;69;0;0;0;0;;;dez-09
CAMPO BELO;611;696;1289;1353;132;445;0;0;0;0;277;7;0;0;0;0;;;dez-09
CAMPO GRANDE;675;2208;2711;2989;213;438;0;0;0;0;360;314;0;0;0;0;;;dez-09
CAMPO LIMPO;2203;8919;8735;8245;825;2626;0;0;0;0;3115;728;0;0;0;0;;;dez-09
CANGAIBA;1454;4358;2054;2444;147;818;0;0;0;0;1177;522;0;0;0;0;;;dez-09
CAPAO REDONDO;2537;7590;9734;8485;1536;4420;0;0;0;0;3258;1573;0;0;0;0;;;dez-09
CARRAO;1077;1814;1017;1146;0;0;0;0;0;0;209;29;0;0;0;0;;;dez-09
CASA VERDE;552;1401;1237;1259;93;356;0;0;0;0;652;203;0;0;0;0;;;dez-09
CIDADE ADEMAR;2578;5620;3334;3210;464;1041;0;0;0;0;2724;1236;0;0;0;0;;;dez-09
CIDADE DUTRA;3124;7764;6003;6770;334;1410;0;0;0;0;2031;289;0;0;0;0;;;dez-09
CIDADE LIDER;1928;4712;3047;3377;256;875;0;0;0;0;670;153;0;0;0;0;;;dez-09
CIDADE TIRADENTES;4194;10622;10877;11603;489;1735;446;0;0;0;1511;408;0;0;0;0;;;dez-09
CONSOLACAO;245;1689;0;0;0;0;0;0;0;0;106;16;0;0;0;0;;;dez-09
CURSINO;415;1632;771;887;49;141;0;0;0;0;602;160;0;0;0;0;;;dez-09
ERMELINO MATARAZZO;1136;3435;1351;1550;194;815;0;0;0;0;802;197;0;0;0;0;;;dez-09
FREGUESIA DO O;1939;4573;3678;3184;214;757;0;0;0;0;1133;632;0;0;0;0;;;dez-09
GRAJAU;3893;11335;7814;6370;762;2850;0;0;0;0;4390;1792;0;0;0;0;;;dez-09
GUAIANASES;2275;4425;1520;1915;320;686;0;0;0;0;299;67;0;0;0;0;;;dez-09
IGUATEMI;1741;5323;6739;6273;265;822;0;0;0;0;1733;468;0;0;0;0;;;dez-09
IPIRANGA;936;2401;672;797;144;261;0;0;0;0;573;53;0;0;0;0;;;dez-09
ITAIM BIBI;301;814;672;646;55;266;0;0;0;0;106;11;0;0;0;0;;;dez-09
ITAIM PAULISTA;3076;7426;5488;5321;250;1218;0;0;0;0;2020;604;0;0;0;0;;;dez-09
ITAQUERA;3455;6153;2755;3366;208;936;0;0;0;0;950;316;0;0;0;0;;;dez-09
JABAQUARA;2409;5326;2804;2910;243;527;0;0;0;0;1793;734;0;0;0;0;;;dez-09
JACANA;1358;3128;2023;1930;80;272;0;0;0;0;635;189;0;0;0;0;;;dez-09
JAGUARA;699;950;761;778;53;259;0;0;0;0;68;10;0;0;0;0;;;dez-09
JAGUARE;649;1171;439;420;104;223;0;0;0;0;349;52;0;0;0;0;;;dez-09
JARAGUA;3335;7491;9142;8793;590;1782;290;0;0;0;1381;634;0;0;0;0;;;dez-09
JARDIM ANGELA;2314;9481;8001;5765;525;1803;0;0;0;0;3934;1406;0;0;0;0;;;dez-09
JARDIM HELENA;2022;5089;5433;5698;201;1106;0;0;0;0;1497;386;0;0;0;0;;;dez-09
JARDIM PAULISTA;24;551;0;0;0;0;0;0;0;0;24;11;0;0;0;0;;;dez-09
JARDIM SAO LUIS;3442;8798;7256;6352;478;1462;0;0;0;0;3101;573;0;0;0;0;;;dez-09
JOSE BONIFACIO;1662;4550;2849;2744;49;398;0;0;0;0;390;81;0;0;0;0;;;dez-09
LAJEADO;3560;6631;3768;3723;199;1102;0;0;0;0;1178;851;0;0;0;0;;;dez-09
LAPA;236;1951;0;0;0;0;0;0;0;0;157;70;0;0;0;0;;;dez-09
LIBERDADE;340;649;269;308;0;76;0;0;0;0;425;8;0;0;0;0;;;dez-09
LIMAO;438;1691;816;710;43;174;0;0;0;0;284;51;0;0;0;0;;;dez-09
MANDAQUI;930;2729;1765;2180;174;399;0;0;0;0;660;165;0;0;0;0;;;dez-09
MARSILAC;75;81;0;0;0;0;0;0;0;0;17;8;0;0;0;0;;;dez-09
MOEMA;186;1168;393;244;0;0;0;0;0;0;60;20;0;0;0;0;;;dez-09
MOOCA;611;1244;291;300;45;136;0;0;0;0;168;33;0;0;0;0;;;dez-09
MORUMBI;355;677;634;636;42;84;0;0;0;0;219;24;0;0;0;0;;;dez-09
PARELHEIROS;1936;5817;3208;1809;243;936;0;0;0;0;1281;279;0;0;0;0;;;dez-09
PARI;281;365;313;307;0;0;0;0;0;0;94;5;0;0;0;0;;;dez-09
PARQUE DO CARMO;1300;2060;657;713;0;157;0;0;0;0;290;64;0;0;0;0;;;dez-09
PEDREIRA;1523;3814;4391;4317;199;1193;0;0;0;0;1411;669;0;0;0;0;;;dez-09
PENHA;1282;1287;550;334;0;0;0;0;0;0;366;142;0;0;0;0;;;dez-09
PERDIZES;413;616;345;285;0;0;0;0;0;0;73;9;0;0;0;0;;;dez-09
PERUS;959;3501;4259;3980;207;810;0;0;0;0;972;54;0;0;0;0;;;dez-09
PINHEIROS;283;695;372;408;0;0;0;0;0;0;121;21;0;0;0;0;;;dez-09
PIRITUBA;1499;3816;3632;4128;384;1204;309;0;0;0;814;161;0;0;0;0;;;dez-09
PONTE RASA;767;2021;2164;3100;70;429;0;0;0;0;429;156;0;0;0;0;;;dez-09
RAPOSO TAVARES;1717;4180;3987;3839;209;757;0;0;0;0;749;77;0;0;0;0;;;dez-09
REPUBLICA;14;430;0;0;0;0;0;0;0;0;9;45;0;0;0;0;;;dez-09
RIO PEQUENO;1604;3609;3729;3222;276;639;0;0;0;0;803;75;0;0;0;0;;;dez-09
SACOMA;3245;6170;5115;5291;528;1323;0;0;0;0;1444;486;0;0;0;0;;;dez-09
SANTA CECILIA;888;1096;0;0;0;0;0;0;0;0;289;26;0;0;0;0;;;dez-09
SANTANA;895;1257;1285;1507;0;120;1010;550;0;0;320;54;0;0;0;0;;;dez-09
SANTO AMARO;265;396;980;1263;0;486;99;0;0;0;119;23;0;0;0;0;;;dez-09
SAO DOMINGOS;747;1785;2740;2915;73;269;0;0;0;0;474;58;0;0;0;0;;;dez-09
SAO LUCAS;600;2998;3148;3434;50;342;0;0;0;0;601;77;0;0;0;0;;;dez-09
SAO MATEUS;1852;4828;3822;4008;247;1053;0;0;0;0;603;98;0;0;0;0;;;dez-09
SAO MIGUEL;1685;2817;3621;3936;87;1093;254;0;0;0;385;175;0;0;0;0;;;dez-09
SAO RAFAEL;2359;6977;4945;4670;377;956;0;0;0;0;998;136;0;0;0;0;;;dez-09
SAPOPEMBA;3737;9683;9522;9817;595;1474;259;0;0;0;1705;193;0;0;0;0;;;dez-09
SAUDE;419;954;184;349;47;145;0;0;0;0;282;42;0;0;0;0;;;dez-09
SE;57;144;465;372;58;140;0;0;0;0;200;40;0;0;0;0;;;dez-09
SOCORRO;369;1172;1191;1428;76;361;0;0;0;0;142;43;0;0;0;0;;;dez-09
TATUAPE;434;1728;783;1034;69;407;0;0;0;0;165;41;0;0;0;0;;;dez-09
TREMEMBE;1266;4958;3801;3974;374;982;0;0;0;0;1858;567;0;0;0;0;;;dez-09
TUCURUVI;348;943;1186;1213;0;51;0;0;0;0;244;64;0;0;0;0;;;dez-09
VILA ANDRADE;428;1735;2315;1577;244;292;0;0;0;0;1262;457;0;0;0;0;;;dez-09
VILA CURUCA;2159;5942;5922;6575;56;928;0;0;0;0;1046;444;0;0;0;0;;;dez-09
VILA FORMOSA;654;2056;841;890;0;99;0;0;0;0;434;111;0;0;0;0;;;dez-09
VILA GUILHERME;410;1384;1063;1027;31;79;0;0;0;0;244;64;0;0;0;0;;;dez-09
VILA JACUI;2115;5831;3871;4243;116;687;0;0;0;0;843;217;0;0;0;0;;;dez-09
VILA LEOPOLDINA;268;788;650;613;33;88;0;0;0;0;66;21;0;0;0;0;;;dez-09
VILA MARIA;1522;3904;3477;3007;124;461;0;0;0;0;706;160;0;0;0;0;;;dez-09
VILA MARIANA;346;1337;290;252;0;0;0;0;0;0;278;22;0;0;0;0;;;dez-09
VILA MATILDE;929;1339;2369;2849;49;275;0;0;0;0;205;26;0;0;0;0;;;dez-09
VILA MEDEIROS;1578;3204;1938;2005;385;1003;0;0;0;0;824;175;0;0;0;0;;;dez-09
VILA PRUDENTE;1289;2199;1017;1177;62;262;0;0;0;0;200;13;0;0;0;0;;;dez-09
VILA SONIA;839;2376;1895;1993;182;455;0;0;0;0;858;225;0;0;0;0;;;dez-09
AGUA RASA;683;1094;1120;1317;60;151;0;0;1;8;256;96;0;0;0;0;;;mar-10
ALTO DE PINHEIROS;222;79;0;0;0;0;0;0;6;0;73;2;0;0;0;0;;;mar-10
ANHANGUERA;803;2238;2826;3116;178;657;0;0;26;17;499;263;0;0;0;0;;;mar-10
ARICANDUVA;893;1097;1579;2029;107;309;0;0;5;16;303;248;0;0;0;0;;;mar-10
